_id,address,cinema_id,gmap_data,location,name,phone,url,lat,long
37,台北市萬華區成都路88號,37,"{'results': [{'address_components': [{'long_name': '88', 'short_name': '88', 'types': ['street_number']}, {'long_name': 'Chengdu Road', 'short_name': 'Chengdu Road', 'types': ['route']}, {'long_name': 'Wanhua District', 'short_name': 'Wanhua District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taipei City', 'short_name': 'Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '108', 'short_name': '108', 'types': ['postal_code']}], 'formatted_address': 'No. 88, Chengdu Road, Wanhua District, Taipei City, Taiwan 108', 'geometry': {'location': {'lat': 25.042998, 'lng': 121.50454}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0443469802915, 'lng': 121.5058889802915}, 'southwest': {'lat': 25.04164901970849, 'lng': 121.5031910197085}}}, 'place_id': 'ChIJYbHLWAipQjQRcsvIWrUbULk', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.50454, 25.042998]}",國賓大戲院(西門),02-23611222,https://tw.movies.yahoo.com/theater_result.html/id=37,121.50454,121.50454
38,台北市萬華區武昌街二段85號,38,"{'results': [{'address_components': [{'long_name': '85', 'short_name': '85', 'types': ['street_number']}, {'long_name': 'Section 2, Wuchang Street', 'short_name': 'Section 2, Wuchang St', 'types': ['route']}, {'long_name': 'Wanhua District', 'short_name': 'Wanhua District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taipei City', 'short_name': 'Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '108', 'short_name': '108', 'types': ['postal_code']}], 'formatted_address': 'No. 85, Section 2, Wuchang St, Wanhua District, Taipei City, Taiwan 108', 'geometry': {'location': {'lat': 25.0453035, 'lng': 121.5048682}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0466524802915, 'lng': 121.5062171802915}, 'southwest': {'lat': 25.0439545197085, 'lng': 121.5035192197085}}}, 'place_id': 'ChIJaQUDzgipQjQRTN1edEKF3zk', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.5048682, 25.0453035]}",樂聲影城,02-23118628,https://tw.movies.yahoo.com/theater_result.html/id=38,121.5048682,121.5048682
39,台北市萬華區武昌街二段87號2樓,39,"{'results': [{'address_components': [{'long_name': '87', 'short_name': '87', 'types': ['street_number']}, {'long_name': 'Section 2, Wuchang Street', 'short_name': 'Section 2, Wuchang St', 'types': ['route']}, {'long_name': 'Wanhua District', 'short_name': 'Wanhua District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taipei City', 'short_name': 'Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '108', 'short_name': '108', 'types': ['postal_code']}], 'formatted_address': 'No. 87, Section 2, Wuchang St, Wanhua District, Taipei City, Taiwan 108', 'geometry': {'location': {'lat': 25.0454453, 'lng': 121.5041985}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0467942802915, 'lng': 121.5055474802915}, 'southwest': {'lat': 25.04409631970849, 'lng': 121.5028495197085}}}, 'place_id': 'ChIJ8-1lyQipQjQRGZ8iUwjOPc4', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.5041985, 25.0454453]}",日新威秀影城,02-23315256,https://tw.movies.yahoo.com/theater_result.html/id=39,121.5041985,121.5041985
42,台北市萬華區漢中街52號10、11樓,42,"{'results': [{'address_components': [{'long_name': '52', 'short_name': '52', 'types': ['street_number']}, {'long_name': 'Hanzhong Street', 'short_name': 'Hanzhong Street', 'types': ['route']}, {'long_name': 'Wanhua District', 'short_name': 'Wanhua District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taipei City', 'short_name': 'Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '108', 'short_name': '108', 'types': ['postal_code']}], 'formatted_address': 'No. 52, Hanzhong Street, Wanhua District, Taipei City, Taiwan 108', 'geometry': {'location': {'lat': 25.043837, 'lng': 121.5070524}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0451859802915, 'lng': 121.5084013802915}, 'southwest': {'lat': 25.0424880197085, 'lng': 121.5057034197085}}}, 'partial_match': True, 'place_id': 'ChIJ_e4jawmpQjQRjpGl1zx-xLc', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.5070524, 25.043837]}",喜滿客絕色影城,02-23811339,https://tw.movies.yahoo.com/theater_result.html/id=42,121.5070524,121.5070524
112,台北市西門町峨眉街52號4樓,112,"{'results': [{'address_components': [{'long_name': '52', 'short_name': '52', 'types': ['street_number']}, {'long_name': 'Emei Street', 'short_name': 'Emei Street', 'types': ['route']}, {'long_name': 'Wanhua District', 'short_name': 'Wanhua District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taipei City', 'short_name': 'Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '108', 'short_name': '108', 'types': ['postal_code']}], 'formatted_address': 'No. 52, Emei Street, Wanhua District, Taipei City, Taiwan 108', 'geometry': {'location': {'lat': 25.0437552, 'lng': 121.5054001}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': 25.0451041802915, 'lng': 121.5067490802915}, 'southwest': {'lat': 25.0424062197085, 'lng': 121.5040511197085}}}, 'place_id': 'EikxMDjlj7DngaPlj7DljJfluILokKzoj6_ljYDls6jnnInooZc1MuiZnw', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.5054001, 25.0437552]}",今日秀泰影城,02-23751669,https://tw.movies.yahoo.com/theater_result.html/id=112,121.5054001,121.5054001
118,台北市大同區市民大道一段209號5樓,118,"{'results': [{'address_components': [{'long_name': '209', 'short_name': '209', 'types': ['street_number']}, {'long_name': 'Section 1, Shimin Boulevard', 'short_name': 'Section 1, Shimin Boulevard', 'types': ['route']}, {'long_name': 'Datong District', 'short_name': 'Datong District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taipei City', 'short_name': 'Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '103', 'short_name': '103', 'types': ['postal_code']}], 'formatted_address': 'No. 209, Section 1, Shimin Boulevard, Datong District, Taipei City, Taiwan 103', 'geometry': {'location': {'lat': 25.049116, 'lng': 121.5185352}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0504649802915, 'lng': 121.5198841802915}, 'southwest': {'lat': 25.04776701970849, 'lng': 121.5171862197085}}}, 'place_id': 'ChIJZ3Bl622pQjQRKWfMaWGh8Vs', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.5185352, 25.049116]}",京站威秀影城,02-25525511,https://tw.movies.yahoo.com/theater_result.html/id=118,121.5185352,121.5185352
52,台北市文山區羅斯福路四段200號 4 樓,52,"{'results': [{'address_components': [{'long_name': '200', 'short_name': '200', 'types': ['street_number']}, {'long_name': 'Section 4, Roosevelt Road', 'short_name': 'Section 4, Roosevelt Rd', 'types': ['route']}, {'long_name': 'Wenshan District', 'short_name': 'Wenshan District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taipei City', 'short_name': 'Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '116', 'short_name': '116', 'types': ['postal_code']}], 'formatted_address': 'No. 200, Section 4, Roosevelt Rd, Wenshan District, Taipei City, Taiwan 116', 'geometry': {'location': {'lat': 25.0109118, 'lng': 121.536655}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0122607802915, 'lng': 121.5380039802915}, 'southwest': {'lat': 25.0095628197085, 'lng': 121.5353060197085}}}, 'place_id': 'ChIJQQCLWfWpQjQRLJHVaG8eccw', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.536655, 25.0109118]}",百老匯數位影城,02-86636128,https://tw.movies.yahoo.com/theater_result.html/id=52,121.536655,121.536655
53,台北市中正區羅斯福路四段 136 巷 3 號,53,"{'results': [{'address_components': [{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Lane 136, Section 4, Luosifu Road', 'short_name': 'Lane 136, Section 4, Luosifu Road', 'types': ['route']}, {'long_name': 'Zhongzheng District', 'short_name': 'Zhongzheng District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taipei City', 'short_name': 'Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '100', 'short_name': '100', 'types': ['postal_code']}], 'formatted_address': 'No. 3, Lane 136, Section 4, Luosifu Road, Zhongzheng District, Taipei City, Taiwan 100', 'geometry': {'location': {'lat': 25.0127214, 'lng': 121.535457}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0140703802915, 'lng': 121.5368059802915}, 'southwest': {'lat': 25.0113724197085, 'lng': 121.5341080197085}}}, 'place_id': 'ChIJHWa5x4qpQjQRtLtpyGJ_Xew', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.535457, 25.0127214]}",東南亞秀泰影城,02-23678999,https://tw.movies.yahoo.com/theater_result.html/id=53,121.535457,121.535457
29,台北市長春路176號,29,"{'results': [{'address_components': [{'long_name': '176', 'short_name': '176', 'types': ['street_number']}, {'long_name': 'Changchun Road', 'short_name': 'Changchun Rd', 'types': ['route']}, {'long_name': 'Zhongshan District', 'short_name': 'Zhongshan District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taipei City', 'short_name': 'Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '10491', 'short_name': '10491', 'types': ['postal_code']}], 'formatted_address': 'No. 176, Changchun Rd, Zhongshan District, Taipei City, Taiwan 10491', 'geometry': {'location': {'lat': 25.0546694, 'lng': 121.5341187}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0560183802915, 'lng': 121.5354676802915}, 'southwest': {'lat': 25.0533204197085, 'lng': 121.5327697197085}}}, 'place_id': 'ChIJLZ0IgGCpQjQRJa1Ict0mRXY', 'types': ['street_address']}, {'address_components': [{'long_name': '176', 'short_name': '176', 'types': ['street_number']}, {'long_name': 'Zhangchun Road', 'short_name': 'Zhangchun Road', 'types': ['route']}, {'long_name': 'Xindian District', 'short_name': 'Xindian District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'New Taipei City', 'short_name': 'New Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '231', 'short_name': '231', 'types': ['postal_code']}], 'formatted_address': 'No. 176, Zhangchun Road, Xindian District, New Taipei City, Taiwan 231', 'geometry': {'location': {'lat': 24.961522, 'lng': 121.5579}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 24.9628709802915, 'lng': 121.5592489802915}, 'southwest': {'lat': 24.9601730197085, 'lng': 121.5565510197085}}}, 'place_id': 'ChIJdV1xp5UBaDQRFuiqFyEAk4g', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.5341187, 25.0546694]}",國賓影城(台北長春廣場),02-25155755,https://tw.movies.yahoo.com/theater_result.html/id=29,121.5341187,121.5341187
30,台北市中山區林森北路247號4樓,30,"{'results': [{'address_components': [{'long_name': '247', 'short_name': '247', 'types': ['street_number']}, {'long_name': 'Linsen North Road', 'short_name': 'Linsen North Road', 'types': ['route']}, {'long_name': 'Zhongshan District', 'short_name': 'Zhongshan District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taipei City', 'short_name': 'Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '10491', 'short_name': '10491', 'types': ['postal_code']}], 'formatted_address': 'No. 247, Linsen North Road, Zhongshan District, Taipei City, Taiwan 10491', 'geometry': {'location': {'lat': 25.0541257, 'lng': 121.5258274}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0554746802915, 'lng': 121.5271763802915}, 'southwest': {'lat': 25.0527767197085, 'lng': 121.5244784197085}}}, 'place_id': 'ChIJC9d-1WepQjQRKxFzdA4qqE4', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.5258274, 25.0541257]}",欣欣秀泰影城,02-25371889,https://tw.movies.yahoo.com/theater_result.html/id=30,121.5258274,121.5258274
32,台北市中山區敬業三路22號6樓,32,"{'results': [{'address_components': [{'long_name': '22', 'short_name': '22', 'types': ['street_number']}, {'long_name': 'Jingye 3rd Road', 'short_name': 'Jingye 3rd Road', 'types': ['route']}, {'long_name': 'Zhongshan District', 'short_name': 'Zhongshan District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taipei City', 'short_name': 'Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '10491', 'short_name': '10491', 'types': ['postal_code']}], 'formatted_address': 'No. 22, Jingye 3rd Road, Zhongshan District, Taipei City, Taiwan 10491', 'geometry': {'location': {'lat': 25.0834821, 'lng': 121.556296}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0848310802915, 'lng': 121.5576449802915}, 'southwest': {'lat': 25.0821331197085, 'lng': 121.5549470197085}}}, 'place_id': 'ChIJl9AEVhKsQjQRiWC8Sy-iQeQ', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.556296, 25.0834821]}",美麗華(大直影城),02-85022208,https://tw.movies.yahoo.com/theater_result.html/id=32,121.556296,121.556296
33,台北市士林區忠誠路二段202號4樓,33,"{'results': [{'address_components': [{'long_name': '202', 'short_name': '202', 'types': ['street_number']}, {'long_name': 'Section 2, Zhongcheng Road', 'short_name': 'Section 2, Zhongcheng Road', 'types': ['route']}, {'long_name': 'Shilin District', 'short_name': 'Shilin District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taipei City', 'short_name': 'Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '111', 'short_name': '111', 'types': ['postal_code']}], 'formatted_address': 'No. 202, Section 2, Zhongcheng Road, Shilin District, Taipei City, Taiwan 111', 'geometry': {'location': {'lat': 25.1172335, 'lng': 121.5339537}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.1185824802915, 'lng': 121.5353026802915}, 'southwest': {'lat': 25.11588451970849, 'lng': 121.5326047197085}}}, 'place_id': 'ChIJoYIAi4CuQjQR14N2BHfpVHc', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.5339537, 25.1172335]}",華威天母影城,02-28763300,https://tw.movies.yahoo.com/theater_result.html/id=33,121.5339537,121.5339537
34,台北市士林區文林路113號,34,"{'results': [{'address_components': [{'long_name': '113', 'short_name': '113', 'types': ['street_number']}, {'long_name': 'Wenlin Road', 'short_name': 'Wenlin Road', 'types': ['route']}, {'long_name': 'Shilin District', 'short_name': 'Shilin District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taipei City', 'short_name': 'Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '111', 'short_name': '111', 'types': ['postal_code']}], 'formatted_address': 'No. 113, Wenlin Road, Shilin District, Taipei City, Taiwan 111', 'geometry': {'location': {'lat': 25.0882092, 'lng': 121.5261205}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0895581802915, 'lng': 121.5274694802915}, 'southwest': {'lat': 25.08686021970849, 'lng': 121.5247715197085}}}, 'place_id': 'ChIJSXGo-a-uQjQR3c-D-jHZN80', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.5261205, 25.0882092]}",士林陽明戲院,02-28814636,https://tw.movies.yahoo.com/theater_result.html/id=34,121.5261205,121.5261205
143,台北市中山區林森北路247號3樓,143,"{'results': [{'address_components': [{'long_name': '247', 'short_name': '247', 'types': ['street_number']}, {'long_name': 'Linsen North Road', 'short_name': 'Linsen North Road', 'types': ['route']}, {'long_name': 'Zhongshan District', 'short_name': 'Zhongshan District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taipei City', 'short_name': 'Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '10491', 'short_name': '10491', 'types': ['postal_code']}], 'formatted_address': 'No. 247, Linsen North Road, Zhongshan District, Taipei City, Taiwan 10491', 'geometry': {'location': {'lat': 25.0541257, 'lng': 121.5258274}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0554746802915, 'lng': 121.5271763802915}, 'southwest': {'lat': 25.0527767197085, 'lng': 121.5244784197085}}}, 'place_id': 'ChIJC9d-1WepQjQRKxFzdA4qqE4', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.5258274, 25.0541257]}",欣欣秀泰影城(VIP廳),02-2537-1889,https://tw.movies.yahoo.com/theater_result.html/id=143,121.5258274,121.5258274
191,104 台北市中山區北安路780號B2,191,"{'results': [{'address_components': [{'long_name': 'B2', 'short_name': 'B2', 'types': ['floor']}, {'long_name': '780', 'short_name': '780', 'types': ['street_number']}, {'long_name': 'Beian Road', 'short_name': 'Beian Road', 'types': ['route']}, {'long_name': 'Zhongshan District', 'short_name': 'Zhongshan District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Taipei City', 'short_name': 'Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '10491', 'short_name': '10491', 'types': ['postal_code']}], 'formatted_address': '10491, Taiwan, Taipei City, Zhongshan District, Beian Road, 780號B2', 'geometry': {'location': {'lat': 25.084794, 'lng': 121.554224}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0861429802915, 'lng': 121.5555729802915}, 'southwest': {'lat': 25.0834450197085, 'lng': 121.5528750197085}}}, 'place_id': 'ChIJ5xLzexGsQjQRWgthumStlys', 'types': ['establishment', 'movie_theater', 'point_of_interest']}, {'address_components': [{'long_name': '780', 'short_name': '780', 'types': ['street_number']}, {'long_name': '北安路', 'short_name': '北安路', 'types': ['route']}, {'long_name': '中山區', 'short_name': '中山區', 'types': ['administrative_area_level_3', 'political']}, {'long_name': '台北市', 'short_name': '台北市', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '10491', 'short_name': '10491', 'types': ['postal_code']}], 'formatted_address': '號, No. 780北安路中山區台北市 Taiwan 10491', 'geometry': {'location': {'lat': 25.0849641, 'lng': 121.5537414}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0863130802915, 'lng': 121.5550903802915}, 'southwest': {'lat': 25.0836151197085, 'lng': 121.5523924197085}}}, 'place_id': 'ChIJ5xLzexGsQjQRr8W5tTgNy1c', 'types': ['establishment', 'point_of_interest', 'shopping_mall']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.554224, 25.084794]}",美麗華(大直皇家影城),02-85022208,https://tw.movies.yahoo.com/theater_result.html/id=191,121.554224,121.554224
56,新北市新莊區民安路188巷5號,56,"{'results': [{'address_components': [{'long_name': '5', 'short_name': '5', 'types': ['street_number']}, {'long_name': 'Lane 188, Minan Road', 'short_name': 'Lane 188, Minan Road', 'types': ['route']}, {'long_name': 'Xinzhuang District', 'short_name': 'Xinzhuang District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'New Taipei City', 'short_name': 'New Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '242', 'short_name': '242', 'types': ['postal_code']}], 'formatted_address': 'No. 5, Lane 188, Minan Road, Xinzhuang District, New Taipei City, Taiwan 242', 'geometry': {'location': {'lat': 25.023269, 'lng': 121.424927}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0246179802915, 'lng': 121.4262759802915}, 'southwest': {'lat': 25.0219200197085, 'lng': 121.4235780197085}}}, 'place_id': 'ChIJh6yucvOnQjQRXvtvxdAQVJA', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.424927, 25.023269]}",鴻金寶麻吉影城,02-22070222,https://tw.movies.yahoo.com/theater_result.html/id=56,121.424927,121.424927
57,新北市三重區重新路二段78號4F(天台廣場),57,"{'results': [{'address_components': [{'long_name': '4樓', 'short_name': '4樓', 'types': ['floor']}, {'long_name': '78', 'short_name': '78', 'types': ['street_number']}, {'long_name': 'Section 2, Chongxin Road', 'short_name': 'Section 2, Chongxin Road', 'types': ['route']}, {'long_name': 'Sanchong District', 'short_name': 'Sanchong District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'New Taipei City', 'short_name': 'New Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '241', 'short_name': '241', 'types': ['postal_code']}], 'formatted_address': '241, Taiwan, New Taipei City, Sanchong District, Section 2, Chongxin Road, 78號4樓', 'geometry': {'location': {'lat': 25.0617601, 'lng': 121.4972525}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0631090802915, 'lng': 121.4986014802915}, 'southwest': {'lat': 25.06041111970849, 'lng': 121.4959035197085}}}, 'place_id': 'ChIJv5NWyhipQjQR0MNN7qaK-0M', 'types': ['establishment', 'movie_theater', 'point_of_interest']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.4972525, 25.0617601]}",三重天台戲院,02-29787700,https://tw.movies.yahoo.com/theater_result.html/id=57,121.4972525,121.4972525
59,新北市中和區中山路三段122號4樓,59,"{'results': [{'address_components': [{'long_name': '122', 'short_name': '122', 'types': ['street_number']}, {'long_name': 'Section 3, Zhongshan Road', 'short_name': 'Section 3, Zhongshan Road', 'types': ['route']}, {'long_name': 'Zhonghe District', 'short_name': 'Zhonghe District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'New Taipei City', 'short_name': 'New Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '235', 'short_name': '235', 'types': ['postal_code']}], 'formatted_address': 'No. 122, Section 3, Zhongshan Road, Zhonghe District, New Taipei City, Taiwan 235', 'geometry': {'location': {'lat': 25.0065836, 'lng': 121.4748252}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0079325802915, 'lng': 121.4761741802915}, 'southwest': {'lat': 25.0052346197085, 'lng': 121.4734762197085}}}, 'place_id': 'ChIJaYKbOCeoQjQRnS9d2g4-bVo', 'types': ['street_address']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.4748252, 25.0065836]}",國賓影城(中和環球購物中心),02-22268088,https://tw.movies.yahoo.com/theater_result.html/id=59,121.4748252,121.4748252
128,新北市板橋區新站路28號10樓,128,"{'results': [{'address_components': [{'long_name': '遠東大樓 Mega Tower', 'short_name': '遠東大樓 Mega Tower', 'types': ['premise']}, {'long_name': '28', 'short_name': '28', 'types': ['street_number']}, {'long_name': 'Xinzhan Road', 'short_name': 'Xinzhan Road', 'types': ['route']}, {'long_name': 'Banqiao District', 'short_name': 'Banqiao District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'New Taipei City', 'short_name': 'New Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '220', 'short_name': '220', 'types': ['postal_code']}], 'formatted_address': '220, Taiwan, New Taipei City, Banqiao District, Xinzhan Road, 28號遠東大樓 Mega Tower', 'geometry': {'bounds': {'northeast': {'lat': 25.0132867, 'lng': 121.4673369}, 'southwest': {'lat': 25.0127762, 'lng': 121.466775}}, 'location': {'lat': 25.0130279, 'lng': 121.4669529}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0143804302915, 'lng': 121.4684049302915}, 'southwest': {'lat': 25.0116824697085, 'lng': 121.4657069697085}}}, 'place_id': 'ChIJ8VEKxxioQjQR8W8X0yddVv4', 'types': ['premise']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.4669529, 25.0130279]}",板橋大遠百威秀影城,02-77386608,https://tw.movies.yahoo.com/theater_result.html/id=128,121.4669529,121.4669529
154,新北市板橋區縣民大道2段3號,154,"{'results': [{'address_components': [{'long_name': '鵬程新板商業大樓', 'short_name': '鵬程新板商業大樓', 'types': ['premise']}, {'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Section 2, Xianmin Boulevard', 'short_name': 'Section 2, Xianmin Boulevard', 'types': ['route']}, {'long_name': 'Banqiao District', 'short_name': 'Banqiao District', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'New Taipei City', 'short_name': 'New Taipei City', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '220', 'short_name': '220', 'types': ['postal_code']}], 'formatted_address': '220, Taiwan, New Taipei City, Banqiao District, Section 2, Xianmin Boulevard, 3號鵬程新板商業大樓', 'geometry': {'bounds': {'northeast': {'lat': 25.0126611, 'lng': 121.4623815}, 'southwest': {'lat': 25.0120057, 'lng': 121.4616037}}, 'location': {'lat': 25.0123754, 'lng': 121.4619543}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.0136823802915, 'lng': 121.4633415802915}, 'southwest': {'lat': 25.0109844197085, 'lng': 121.4606436197085}}}, 'place_id': 'ChIJRwXGEByoQjQR8zMsZFHw8qM', 'types': ['premise']}], 'status': 'OK'}","{'type': 'Point', 'coordinates': [121.4619543, 25.0123754]}",板橋秀泰影城,02-22720639,https://tw.movies.yahoo.com/theater_result.html/id=154,121.4619543,121.4619543
